Internal Reference,Invoice Number,Supplier Name,Supplier Reference,Invoice Date,Posting Date,Due Date,Payment Date,Gross Amount,VAT Amount,Currency Code,Debit/Credit
428611688,IN508589,Artic Apples Co.,V_AR001,2024-11-01,2024-11-15,2024-12-02,2024-12-21,1380.26,276.05,EUR,Dr
807772002,IN169925,Artic Apples Co.,V_AR001,2024-05-20,2024-05-29,2024-06-24,2024-07-03,979.11,195.82,USD,Dr
408603275,IN191565,Artic Apples Co.,V_AR001,2024-09-25,2024-10-01,2024-11-15,2024-11-19,2305.31,461.06,EUR,Dr
296899947,IN511857,Blue Banana Inc.,V_BL001,2024-01-19,2024-02-01,2024-03-12,2024-04-08,2617.79,523.56,USD,Dr
693436257,IN382470,Global Tech Solutions,V_GL001,2024-01-16,2024-01-28,2024-02-21,2024-03-08,229.26,45.85,EUR,Dr
317147450,IN983972,Purple Plumbers Limited,V_PU001,2023-12-29,2024-01-04,2024-01-14,2024-02-06,7107.26,1421.45,USD,Dr
961281798,IN172907,Blue Banana Inc.,V_BL001,2024-11-03,2024-11-17,2024-12-17,2025-01-10,3998.31,799.66,EUR,Dr
166524334,IN749812,Purple Plumbers Limited,V_PU001,2024-09-07,2024-09-20,2024-10-29,2024-11-19,5065.92,1013.18,EUR,Dr
185631308,IN771086,Global Tech Solutions,V_GL001,2024-03-14,2024-03-28,2024-04-24,2024-05-21,6213.11,1242.62,GBP,Dr
514479223,IN909703,Artic Apples Co.,V_AR001,2024-04-16,2024-04-29,2024-05-04,2024-05-29,5094.25,1018.85,EUR,Dr
419512192,IN307132,Artic Apples Co.,V_AR001,2024-02-24,2024-03-08,2024-04-02,2024-04-27,1321.86,264.37,EUR,Dr
595732320,IN315789,Artic Apples Co.,V_AR001,2024-08-13,2024-08-15,2024-10-05,2024-10-26,3602.16,720.43,GBP,Dr
755512689,IN409063,Purple Plumbers Limited,V_PU001,2024-02-17,2024-02-27,2024-03-19,2024-04-05,2159.06,431.81,USD,Dr
654126216,IN948572,Blue Banana Inc.,V_BL001,2024-02-12,2024-02-23,2024-03-19,2024-04-05,3591.87,718.37,USD,Dr
199524115,IN160733,Purple Plumbers Limited,V_PU001,2024-05-26,2024-05-26,2024-06-25,,7388.5,1477.7,GBP,Dr
852949313,IN300801,Global Tech Solutions,V_GL001,2024-09-01,2024-09-10,2024-10-01,2024-10-31,4770.34,954.07,USD,Dr
350553866,IN743346,Purple Plumbers Limited,V_PU001,2024-05-27,2024-06-08,2024-07-01,,3652.45,730.49,EUR,Dr
315489199,IN937896,Blue Banana Inc.,V_BL001,2024-05-29,2024-06-08,2024-07-05,2024-07-24,5675.5,1135.1,GBP,Dr
854232693,IN824963,Blue Banana Inc.,V_BL001,2024-01-29,2024-02-10,2024-03-05,,5625.68,1125.14,USD,Dr
575838867,IN396426,Purple Plumbers Limited,V_PU001,2024-11-21,2024-12-02,2024-12-28,2024-12-31,-9258.06,-1851.61,EUR,Cr
356055436,IN759396,Global Tech Solutions,V_GL001,2024-01-25,2024-01-31,2024-02-28,2024-03-25,5579.99,1116.0,GBP,Dr
470394380,IN808737,Blue Banana Inc.,V_BL001,2024-03-09,2024-03-11,2024-03-31,2024-04-18,7483.81,1496.76,EUR,Dr
862136435,IN190471,Artic Apples Co.,V_AR001,2024-08-30,2024-09-11,2024-10-08,,9936.79,1987.36,USD,Dr
278417539,IN393569,Global Tech Solutions,V_GL001,2024-07-22,2024-07-26,2024-08-17,,1051.35,210.27,USD,Dr
103008630,IN567966,Artic Appes Co.,V_AR001,2023-12-26,2024-01-10,2024-01-21,2024-02-01,4261.45,852.29,EUR,Dr
337426258,IN704181,Global Tech Solutions,V_GL001,2024-10-27,2024-11-04,2024-12-26,2025-01-16,3495.25,699.05,GBP,Dr
351507927,IN967461,Blue Banana Inc.,V_BL001,2024-07-11,2024-07-13,2024-08-02,2024-08-02,6527.7,1305.54,EUR,Dr
872045506,IN488510,Artic Apples Co.,V_AR001,2024-03-28,2024-03-31,2024-04-28,2024-05-19,9649.66,1929.93,EUR,Dr
530866446,IN551104,Artic Apples Co.,V_AR001,2023-12-21,2023-12-29,2024-02-18,2024-02-23,8671.68,1734.34,GBP,Dr
847405977,IN554305,Artic Apples Co.,V_AR001,2024-08-14,2024-08-25,2024-09-24,2024-10-19,4177.5,835.5,GBP,Dr
698813430,IN992953,Blue Banana Inc.,V_BL001,2024-01-04,2024-01-10,2024-01-28,2024-02-22,-2028.41,-405.68,EUR,Cr
291007983,IN231304,Blue Banana Inc.,V_BL001,2023-12-06,2023-12-15,2024-01-08,2024-02-07,8505.93,1701.19,USD,Dr
863010964,IN780962,Purple Plumbers Limited,V_PU001,2024-05-06,2024-05-17,2024-05-28,2024-06-12,5962.0,1192.4,EUR,Dr
192401739,IN495343,Purple Plumbers Limited,V_PU001,2024-08-03,2024-08-12,2024-09-04,2024-09-05,7168.03,1433.61,GBP,Dr
902561653,IN881993,Purple Plumbers Limited,V_PU001,2024-10-10,2024-10-20,2024-11-12,2024-12-07,1299.22,259.84,USD,Dr
558756221,IN958173,Artic Apples Co.,V_AR001,2024-06-09,2024-06-18,2024-07-15,2024-07-22,-5100.1,-1020.02,USD,Cr
427683023,IN339756,Purple Plumbers Limited,V_PU001,2024-04-20,2024-04-24,2024-06-18,2024-07-06,6500.66,1300.13,GBP,Dr
617221221,IN854715,Purple Plumbers Limited,V_PU001,2024-07-18,2024-07-28,2024-08-22,2024-09-11,2624.09,524.82,EUR,Dr
856397070,IN422898,Artic Apples Co.,V_AR001,2024-09-15,2024-09-18,2024-11-01,2024-11-05,9163.53,1832.71,EUR,Dr
225944079,IN938489,Purple Plumbers Limited,V_PU001,2024-02-19,2024-02-23,2024-04-14,2024-04-30,8084.81,1616.96,EUR,Dr
147976080,IN179004,Purple Plumbers Limited,V_PU001,2024-02-26,2024-03-06,2024-03-29,2024-04-03,8042.15,1608.43,USD,Dr
957634403,IN236930,Global Tech Solutions,V_GL001,2024-03-31,2024-04-10,2024-04-15,2024-04-21,4126.14,825.23,GBP,Dr
697123492,IN814277,Artic Apples Co.,V_AR001,2024-04-29,2024-05-10,2024-06-28,2024-06-29,6656.57,1331.31,EUR,Dr
132294358,IN477600,Purple Plumbers Limited,V_PU001,2023-12-06,2023-12-08,2023-12-21,2024-01-06,3414.08,682.82,GBP,Dr
879250687,IN342054,Global Tech Solutions,V_GL001,2024-08-01,2024-08-13,2024-08-22,2024-09-02,490.99,98.2,USD,Dr
888706023,IN646317,Purple Plumbers Limited,V_PU001,2024-09-08,2024-09-08,2024-11-01,2024-11-07,3031.64,606.33,EUR,Dr
191529047,IN143969,Artic Apples Co.,V_AR001,2024-08-20,2024-08-22,2024-09-30,2024-10-02,9849.75,1969.95,GBP,Dr
893103332,IN980207,Purple Plumbers Limited,V_PU001,2024-02-26,2024-02-27,2024-03-12,,5248.46,1049.69,GBP,Dr
142052950,IN373557,Blue Banana Inc.,V_BL001,2024-08-09,2024-08-24,2024-09-21,2024-09-23,7007.75,1401.55,GBP,Dr
194652836,IN336560,Blue Banana Inc.,V_BL001,2024-04-16,2024-04-23,2024-06-12,2024-07-11,2451.93,490.39,USD,Dr
190636829,IN783373,Global Tech Solutions,V_GL001,2024-10-20,2024-11-02,2024-11-09,2024-11-23,458.26,91.65,USD,Dr
691350506,IN240184,Artic Apples Co.,V_AR001,2024-10-10,2024-10-15,2024-11-26,2024-12-08,4330.67,866.13,EUR,Dr
902236185,IN561708,Purple Plumbers Limited,V_PU001,2024-10-09,2024-10-15,2024-11-02,2024-11-16,2590.56,518.11,USD,Dr
622562103,IN772592,Artic Apples Co.,V_AR001,2024-11-25,2024-12-03,2025-01-10,2025-01-18,6704.75,1340.95,EUR,Dr
894207462,IN924821,Artic Apples Co.,V_AR001,2024-03-12,2024-03-27,2024-05-04,2024-05-07,2876.91,575.38,EUR,Dr
598222081,IN252203,Global Tech Solutions,V_GL001,2024-03-23,2024-03-29,2024-04-26,2024-05-18,-4307.67,-861.53,EUR,Cr
645776201,IN106004,Global Tech Solutions,V_GL001,2024-07-24,2024-07-25,2024-08-23,,3430.18,686.04,USD,Dr
873059717,IN212572,Purple Plumbers Limited,V_PU001,2024-08-13,2024-08-16,2024-09-17,,6635.26,1327.05,USD,Dr
485049635,IN961765,Purple Plumbers Limited,V_PU001,2024-10-07,2024-10-14,2024-11-20,,5362.96,1072.59,EUR,Dr
203444418,IN653735,Blue Banana Inc.,V_BL001,2024-11-15,2024-11-15,2024-12-26,2025-01-25,608.2,121.64,USD,Dr
757046861,IN239179,Artic Apples Co.,V_AR001,2024-10-14,2024-10-28,2024-11-02,2024-12-02,1200.08,240.02,USD,Dr
624497943,IN489827,Purple Plumbers Limited,V_PU001,2024-06-16,2024-06-27,2024-08-13,,4644.85,928.97,EUR,Dr
245193555,IN989660,Global Tech Solutions,V_GL001,2024-05-03,2024-05-14,2024-05-24,,319.98,64.0,GBP,Dr
876805398,IN247296,Purple Plumbers Limited,V_PU001,2024-10-12,2024-10-26,2024-12-01,2024-12-14,6213.66,1242.73,EUR,Dr
195370498,IN500459,Purple Plumbers Limited,V_PU001,2024-05-21,2024-06-05,2024-07-14,,1890.83,378.17,EUR,Dr
880613175,IN815875,Artic Apples Co.,V_AR001,2024-07-08,2024-07-15,2024-08-28,,6708.44,1341.69,GBP,Dr
691165783,IN416474,Blue Banana Inc.,V_BL001,2024-02-10,2024-02-11,2024-03-17,2024-03-21,6165.63,1233.13,EUR,Dr
478446383,IN797993,Artic Apples Co.,V_AR001,2024-02-21,2024-02-24,2024-03-18,2024-04-16,402.52,80.5,USD,Dr
598672601,IN554471,Blue Banana Inc.,V_BL001,2024-06-05,2024-06-09,2024-07-03,2024-07-24,2851.4,570.28,GBP,Dr
592550702,IN294563,Blue Banana Inc.,V_BL001,2024-10-19,2024-10-22,2024-11-04,2024-11-27,1443.16,288.63,EUR,Dr
933945516,IN105281,Blue Banana Inc.,V_BL001,2024-01-30,2024-02-06,2024-02-19,2024-03-02,1378.91,275.78,JPY,Dr
141540445,IN949902,Blue Banana Inc.,V_BL001,2023-12-21,2024-01-02,2023-12-12,2024-03-06,4742.23,948.45,EUR,Dr
527050816,IN360637,Purple Plumbers Limited,V_PU001,2024-04-24,2024-05-09,2024-06-07,2024-06-08,5541.32,1108.26,USD,Dr
872278911,IN463183,Blue Banana Inc.,V_BL001,2023-12-12,2023-12-18,2024-01-10,,805.27,161.05,GBP,Dr
701993011,IN529278,Global Tech Solutions,V_GL001,2024-05-05,2024-05-10,2024-06-01,2024-06-01,2764.91,552.98,USD,Dr
506054820,IN717116,Blue Banana Inc.,V_BL001,2024-07-03,2024-07-09,2024-08-11,2024-09-06,3902.55,780.51,USD,Dr
287272461,IN384591,Global Tech Solutions,V_GL001,2024-05-05,2024-05-15,2024-07-02,,4830.91,966.18,USD,Dr
307850462,IN428809,Blue Banana Inc.,V_BL001,2024-08-14,2024-08-19,2024-09-13,2024-09-24,5224.92,1044.98,GBP,Dr
364756619,IN548837,Global Tech Solutions,V_GL001,2024-08-14,2024-08-18,2024-09-30,2024-10-19,242.19,48.44,EUR,Dr
128089219,IN976889,Global Tech Solutions,V_GL001,2024-10-02,2024-10-17,2024-11-26,2024-12-21,-3416.24,-683.25,GBP,Cr
496303805,IN683295,Purple Plumbers Limited,V_PU001,2024-03-27,2024-03-29,2024-05-22,2024-06-13,962.15,192.43,EUR,Dr
503191831,IN475874,Artic Apples Co.,V_AR001,2024-05-01,2024-05-15,2024-05-27,2024-05-27,9317.97,1863.59,GBP,Dr
738046627,IN964416,Purple Plumbers Limited,V_PU001,2024-02-14,2024-02-14,2024-04-04,2024-05-02,3391.81,678.36,EUR,Dr
434519134,IN600197,Artic Apples Co.,V_AR001,2024-04-11,2024-04-18,2024-05-13,2024-05-14,2437.43,487.49,GBP,Dr
300905822,IN747679,Purple Plumbers Limited,V_PU001,2024-05-10,2024-05-18,2024-06-04,,2366.16,473.23,GBP,Dr
339966352,IN277220,Purple Plumbers Limited,V_PU001,2024-05-14,2024-05-18,2024-06-02,2024-06-18,4747.72,949.54,USD,Dr
137930935,IN972700,Purple Plumbers Limited,V_PU001,2024-08-30,2024-09-01,2024-10-18,2024-10-21,5428.75,1085.75,EUR,Dr
455037765,IN718506,Global Tech Solutions,V_GL001,2023-12-12,2023-12-24,2024-02-01,,4411.05,882.21,EUR,Dr
499769442,IN130113,Purple Plumbers Limited,V_PU001,2024-06-10,2024-06-14,2024-08-01,2024-08-29,3570.67,714.13,EUR,Dr
983437969,IN678176,Blue Banana Inc.,V_BL001,2024-02-04,2024-02-16,2024-03-28,,3890.99,778.2,GBP,Dr
493502616,IN113100,Global Tech Solutions,V_GL001,2024-01-15,2024-01-23,2024-03-02,,-9174.76,-1834.95,EUR,Cr
351118468,IN642640,Artic Apples Co.,V_AR001,2024-11-24,2024-11-25,2024-12-14,2024-12-20,4436.72,887.34,GBP,Dr
606099377,IN142372,Global Tech Solutions,V_GL001,2024-01-15,2024-01-26,2024-02-21,2024-03-21,-2809.88,-561.98,EUR,Cr
657453641,IN674586,Global Tech Solutions,V_GL001,2024-06-04,2024-06-17,2024-06-29,2024-07-04,1342.74,268.55,EUR,Dr
